SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality
WLANMTSU,D8-84-66-12-E3-E0,802.11ac,-66,64,64.0,5.745,149,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,4/19/2019 2:02:17 PM,4/19/2019 2:02:17 PM,1,4/19/2019 2:02:14 PM,64,64
DIRECT-61-HP OfficeJet Pro 7720,1A-60-24-65-8C-61,802.11n,-68,60,60.0,2.462,11,594,17,,OfficeJet Pro 7720 Wide Format A,DIRECT-61-HP OfficeJet Pro 7720,WPA2-PSK,CCMP,72 Mbps,20 MHz,9 - 13,Infrastructure,Configured,4/19/2019 2:02:17 PM,4/19/2019 2:02:17 PM,1,4/19/2019 2:02:13 PM,60,60
WLANMTSU,D8-84-66-12-E3-40,802.11ac,-69,50,50.0,5.805,161,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,4/19/2019 2:02:17 PM,4/19/2019 2:02:17 PM,1,4/19/2019 2:02:14 PM,50,50
WLANMTSU,D8-84-66-13-09-E0,802.11ac,-70,40,40.0,5.805,161,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,4/19/2019 2:02:17 PM,4/19/2019 2:02:17 PM,1,4/19/2019 2:02:14 PM,40,40
WLANMTSU,D8-84-66-12-E4-00,802.11ac,-73,34,34.0,5.805,161,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,4/19/2019 2:02:17 PM,4/19/2019 2:02:17 PM,1,4/19/2019 2:02:14 PM,34,34
WLANMTSU,D8-84-66-13-09-E8,802.11n,-73,34,34.0,2.412,1,128,10,Extreme Networks,,,None,None,195 Mbps,20 MHz,1 - 3,Infrastructure,No,4/19/2019 2:02:17 PM,4/19/2019 2:02:17 PM,1,4/19/2019 2:02:14 PM,34,34
WLANMTSU,D8-84-66-12-81-B0,802.11ac,-73,34,34.0,5.220,44,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,42 - 58,Infrastructure,No,4/19/2019 2:02:17 PM,4/19/2019 2:02:17 PM,1,4/19/2019 2:02:14 PM,34,34
WLANMTSU,D8-84-66-13-0F-30,802.11ac,-75,30,30.0,5.745,149,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,4/19/2019 2:02:17 PM,4/19/2019 2:02:17 PM,1,4/19/2019 2:02:14 PM,30,30
WLANMTSU,D8-84-66-12-8A-18,802.11n,-81,18,18.0,2.412,1,122,9,Extreme Networks,,,None,None,195 Mbps,20 MHz,1 - 3,Infrastructure,No,4/19/2019 2:02:17 PM,4/19/2019 2:02:17 PM,1,4/19/2019 2:02:13 PM,18,18
WLANMTSU,D8-84-66-13-12-A0,802.11ac,-83,14,14.0,5.220,44,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,42 - 58,Infrastructure,No,4/19/2019 2:02:17 PM,4/19/2019 2:02:17 PM,1,4/19/2019 2:02:14 PM,14,14
WLANMTSU,D8-84-66-12-8A-10,802.11ac,-84,12,12.0,5.745,149,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,4/19/2019 2:02:17 PM,4/19/2019 2:02:17 PM,1,4/19/2019 2:02:14 PM,12,12
WLANMTSU,D8-84-66-12-81-E1,802.11ac,-84,12,12.0,5.745,149,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,4/19/2019 2:02:17 PM,4/19/2019 2:02:17 PM,1,4/19/2019 2:02:14 PM,12,12
WLANMTSU,D8-84-66-12-BB-70,802.11ac,-87,6,6.0,5.745,149,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,4/19/2019 2:02:17 PM,4/19/2019 2:02:17 PM,1,4/19/2019 2:02:14 PM,6,6
WLANMTSU,D8-84-66-12-7F-20,802.11ac,-88,4,4.0,5.805,161,168,12,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,4/19/2019 2:02:17 PM,4/19/2019 2:02:17 PM,1,4/19/2019 2:02:14 PM,4,4
