SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality
DIRECT-61-HP OfficeJet Pro 7720,1A-60-24-65-8C-61,802.11n,-66,64,64.0,2.462,11,397,16,,,DIRECT-61-HP OfficeJet Pro 7720,WPA2-PSK,CCMP,72 Mbps,20 MHz,9 - 13,Infrastructure,Configured,4/11/2019 8:21:25 AM,4/11/2019 8:21:25 AM,1,4/11/2019 8:21:22 AM,64,64
WLANMTSU,D8-84-66-12-E3-E0,802.11ac,-67,62,62.0,5.745,149,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,4/11/2019 8:21:25 AM,4/11/2019 8:21:25 AM,1,4/11/2019 8:21:21 AM,62,62
DIRECT-99-HP M477 LaserJet,76-40-BB-75-35-99,802.11n,-68,60,60.0,2.437,6,281,13,,,,WPA2-PSK,CCMP,72 Mbps,20 MHz,4 - 8,Infrastructure,No,4/11/2019 8:21:25 AM,4/11/2019 8:21:25 AM,1,4/11/2019 8:21:22 AM,60,60
WLANMTSU,D8-84-66-13-09-E0,802.11ac,-71,38,38.0,5.805,161,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,4/11/2019 8:21:25 AM,4/11/2019 8:21:25 AM,1,4/11/2019 8:21:21 AM,38,38
WLANMTSU,D8-84-66-12-81-B0,802.11ac,-74,32,32.0,5.220,44,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,42 - 58,Infrastructure,No,4/11/2019 8:21:25 AM,4/11/2019 8:21:25 AM,1,4/11/2019 8:21:21 AM,32,32
WLANMTSU,D8-84-66-13-0F-30,802.11ac,-75,30,30.0,5.745,149,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,4/11/2019 8:21:25 AM,4/11/2019 8:21:25 AM,1,4/11/2019 8:21:21 AM,30,30
WLANMTSU,D8-84-66-13-12-A0,802.11ac,-80,20,20.0,5.220,44,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,42 - 58,Infrastructure,No,4/11/2019 8:21:25 AM,4/11/2019 8:21:25 AM,1,4/11/2019 8:21:21 AM,20,20
WLANMTSU,D8-84-66-12-8A-10,802.11ac,-83,14,14.0,5.745,149,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,4/11/2019 8:21:25 AM,4/11/2019 8:21:25 AM,1,4/11/2019 8:21:21 AM,14,14
WLANMTSU,D8-84-66-12-81-E1,802.11ac,-84,12,12.0,5.745,149,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,4/11/2019 8:21:25 AM,4/11/2019 8:21:25 AM,1,4/11/2019 8:21:21 AM,12,12
WLANMTSU,D8-84-66-12-BB-70,802.11ac,-87,6,6.0,5.745,149,162,11,Extreme Networks,,,None,None,1170 Mbps,80 MHz,147 - 163,Infrastructure,No,4/11/2019 8:21:25 AM,4/11/2019 8:21:25 AM,1,4/11/2019 8:21:21 AM,6,6
