C0-56-27-1B-F3-F4,C0-56-27-1B-9D-C5,C0-56-27-18-69-64,C0-56-27-18-69-66,C0-56-27-1B-F3-F5,C0-56-27-1B-9D-C6,D8-84-66-13-10-00,C0-56-27-18-69-65,loc
-42.0,,,,-48.0,-56.0,-47.0,-56.0,2
-43.0,,,-45.0,-48.0,-56.0,-47.0,-56.0,2
-46.0,-58.0,-45.0,,-47.0,-55.0,-47.0,-56.0,2
-40.0,-58.0,-43.0,-44.0,-48.0,-56.0,-47.0,-56.0,2
-40.0,,,,-48.0,-56.0,-47.0,-56.0,2
-43.0,,,,-48.0,-55.0,-47.0,-56.0,2
-42.0,-61.0,,,-48.0,-56.0,-47.0,-56.0,2
,,,,-47.0,-56.0,-47.0,-56.0,2
-43.0,,-44.0,-44.0,-48.0,-56.0,-47.0,-56.0,2
-43.0,,,,-48.0,-56.0,-47.0,-56.0,2
-42.0,-60.0,-43.0,,-47.0,-55.0,-47.0,-56.0,2
-42.0,,,,-48.0,-56.0,-47.0,-56.0,2
-42.0,,,,-47.0,-56.0,-47.0,-56.0,2
-41.0,-62.0,-43.0,-43.0,-48.0,-56.0,-47.0,-56.0,2
-42.0,-59.0,-42.0,,-47.0,-56.0,-47.0,-56.0,2
,-58.0,-57.0,,-48.0,-56.0,-47.0,-56.0,2
,,-43.0,-44.0,-48.0,-56.0,-47.0,-56.0,2
-42.0,,,-43.0,-48.0,-55.0,-47.0,-56.0,2
-42.0,,,,-48.0,-55.0,-47.0,-56.0,2
-45.0,,,-44.0,-48.0,-55.0,-47.0,-56.0,2
-47.0,-59.0,-43.0,-45.0,-48.0,-56.0,-47.0,-56.0,2
-42.0,-58.0,-44.0,-43.0,-48.0,-55.0,-47.0,,2
-42.0,-58.0,-45.0,-44.0,-48.0,-56.0,-47.0,-56.0,2
-42.0,-57.0,-43.0,-44.0,-47.0,-55.0,-47.0,-56.0,2
,,,-44.0,-47.0,-56.0,-47.0,-56.0,2
-42.0,,,-43.0,-47.0,-56.0,-47.0,-57.0,2
-42.0,-57.0,-43.0,-44.0,-48.0,-56.0,-47.0,-56.0,2
-42.0,,,,-47.0,-56.0,-47.0,-56.0,2
-42.0,-59.0,,-45.0,-48.0,-56.0,-47.0,-56.0,2
-42.0,-58.0,-57.0,-44.0,-47.0,-56.0,-47.0,-56.0,2
-41.0,,,,-48.0,-56.0,-47.0,-56.0,2
-40.0,-57.0,-43.0,-45.0,-48.0,-56.0,-47.0,-56.0,2
-42.0,,,,-48.0,-57.0,-47.0,,2
-40.0,,,,-48.0,-57.0,-47.0,-56.0,2
-42.0,-60.0,,,-48.0,-57.0,-47.0,-57.0,2
,-56.0,,,-48.0,-56.0,-47.0,-56.0,2
-42.0,-58.0,-44.0,-44.0,-48.0,-57.0,-47.0,-56.0,2
-42.0,,-43.0,-44.0,-47.0,-57.0,-47.0,-57.0,2
-42.0,-60.0,-44.0,-44.0,-48.0,-57.0,-47.0,-56.0,2
-42.0,,-44.0,-57.0,-48.0,-57.0,-47.0,-56.0,2
-42.0,-59.0,-44.0,,-47.0,-57.0,-47.0,-56.0,2
-41.0,-60.0,-44.0,-54.0,-48.0,-57.0,-47.0,-56.0,2
-41.0,,-43.0,,-48.0,-57.0,-47.0,-56.0,2
-46.0,,-44.0,,-48.0,-57.0,-47.0,-56.0,2
,-61.0,-44.0,,-48.0,-57.0,-47.0,-56.0,2
-42.0,-57.0,,,-48.0,-57.0,-47.0,-56.0,2
-43.0,-56.0,,-43.0,-48.0,-57.0,-47.0,-56.0,2
-42.0,-56.0,-44.0,-44.0,-47.0,-57.0,-47.0,-56.0,2
,-60.0,-44.0,-44.0,-47.0,-57.0,-47.0,-56.0,2
,-57.0,,,-48.0,-57.0,-47.0,-56.0,2
-42.0,-59.0,-44.0,-45.0,-48.0,-57.0,-47.0,-56.0,2
-42.0,,,,-48.0,-54.0,-46.0,-56.0,2
-42.0,-57.0,,,-48.0,-57.0,-55.0,-56.0,2
,,-46.0,-44.0,-45.0,-61.0,-53.0,-58.0,2
-42.0,,-46.0,,-54.0,-60.0,-50.0,-58.0,2
-43.0,,,,-48.0,-60.0,-50.0,-60.0,2
-43.0,,-45.0,,-48.0,-60.0,-49.0,-58.0,2
,,-46.0,,-49.0,-60.0,-45.0,-60.0,2
,-57.0,-46.0,-46.0,-48.0,-57.0,-47.0,-59.0,2
-42.0,-56.0,,-44.0,-48.0,-56.0,-47.0,-56.0,2
-43.0,-55.0,-45.0,,-48.0,-59.0,-47.0,-57.0,2
-42.0,-59.0,-43.0,-43.0,-48.0,-56.0,-47.0,-56.0,2
-42.0,-55.0,-44.0,-44.0,-47.0,-56.0,-47.0,-57.0,2
-41.0,-57.0,-45.0,,-47.0,-57.0,-47.0,-56.0,2
-41.0,-57.0,-45.0,-44.0,-48.0,-57.0,-47.0,-57.0,2
-43.0,-56.0,-44.0,-44.0,-48.0,-57.0,-47.0,-56.0,2
,,-44.0,,-48.0,-58.0,-47.0,-56.0,2
,,,,,,-48.0,,2
,,,,-48.0,-58.0,-48.0,-56.0,2
,,,,-48.0,-58.0,-48.0,-56.0,2
,,,,-48.0,-58.0,-48.0,-56.0,2
,,,,-48.0,-58.0,-48.0,-56.0,2
-42.0,,,,-48.0,-58.0,-48.0,-56.0,2
-42.0,,,,-48.0,-58.0,-48.0,-56.0,2
-42.0,,,,-48.0,-58.0,-48.0,-56.0,2
-42.0,,,,-48.0,-58.0,-48.0,-56.0,2
-42.0,,,,-48.0,-58.0,-48.0,-56.0,2
-42.0,,,,-48.0,-58.0,-48.0,-56.0,2
-42.0,,,,-48.0,-58.0,-48.0,-56.0,2
-42.0,,,,-48.0,-58.0,-48.0,-56.0,2
-42.0,,,,-48.0,-58.0,-48.0,-56.0,2
-42.0,,,,-48.0,-58.0,-48.0,-56.0,2
-42.0,,,,-48.0,-58.0,-48.0,-56.0,2
-42.0,,,,-48.0,-58.0,-48.0,-56.0,2
-42.0,,,,-48.0,-58.0,-48.0,-56.0,2
-42.0,,,,-48.0,-58.0,-48.0,-56.0,2
-42.0,,,,-48.0,-58.0,-48.0,-56.0,2
-42.0,,,,-48.0,-58.0,-48.0,-56.0,2
-42.0,,,,-48.0,-58.0,-48.0,-56.0,2
-42.0,,,,-48.0,-58.0,-48.0,-56.0,2
-42.0,,,,-48.0,-58.0,-48.0,-56.0,2
-42.0,,,,-48.0,-58.0,-48.0,-56.0,2
-41.0,-59.0,-43.0,-56.0,-48.0,-57.0,-48.0,-56.0,2
-46.0,-60.0,-43.0,-44.0,-48.0,-58.0,-48.0,-56.0,2
-41.0,-57.0,-44.0,-55.0,-47.0,-57.0,-48.0,-56.0,2
,-56.0,-44.0,-45.0,-48.0,-58.0,-48.0,-56.0,2
,,-44.0,,-48.0,-57.0,-48.0,-56.0,2
-41.0,-57.0,-43.0,-43.0,-48.0,-58.0,-48.0,-56.0,2
-43.0,,,-42.0,-47.0,-57.0,-49.0,-56.0,2
-42.0,-55.0,-45.0,-45.0,-48.0,-58.0,-48.0,-56.0,2
-41.0,-56.0,-44.0,-44.0,-47.0,-57.0,-48.0,-57.0,2
-42.0,-60.0,-47.0,-47.0,-48.0,-58.0,-47.0,-56.0,2
-40.0,,-47.0,,-48.0,-57.0,-47.0,-56.0,2
,-56.0,,,-48.0,-56.0,-47.0,-56.0,2
,-59.0,-47.0,,-48.0,-57.0,-47.0,-57.0,2
,-55.0,,,-48.0,-57.0,-47.0,-56.0,2
,-55.0,,,-48.0,-57.0,-48.0,-56.0,2
-42.0,-56.0,-46.0,-47.0,-48.0,-57.0,-48.0,-57.0,2
,-60.0,,,-47.0,-57.0,-48.0,-56.0,2
-42.0,-56.0,,,-47.0,-57.0,-49.0,-57.0,2
,-56.0,,,-47.0,-56.0,-49.0,-56.0,2
-42.0,-55.0,-47.0,-47.0,-48.0,-57.0,-48.0,-56.0,2
-42.0,-55.0,-46.0,-55.0,-48.0,-57.0,-48.0,-56.0,2
-41.0,,-55.0,-45.0,-48.0,-57.0,-48.0,-57.0,2
-42.0,-55.0,-47.0,-47.0,-48.0,-57.0,-48.0,-56.0,2
,-56.0,,,-48.0,-58.0,-48.0,-56.0,2
-42.0,-55.0,-47.0,-47.0,-48.0,-57.0,-49.0,-57.0,2
,-55.0,,,-47.0,-57.0,-49.0,-57.0,2
,-56.0,-47.0,-47.0,-47.0,-57.0,-49.0,-56.0,2
-43.0,-56.0,-47.0,-47.0,-48.0,-57.0,-48.0,-56.0,2
-44.0,-58.0,-47.0,,-47.0,-58.0,-48.0,-56.0,2
-40.0,-57.0,,-46.0,-48.0,-58.0,-48.0,-56.0,2
-39.0,,,-47.0,-48.0,-58.0,-48.0,,2
-43.0,-57.0,-47.0,,-48.0,-58.0,-48.0,-56.0,2
,-58.0,,,-47.0,-59.0,-48.0,-56.0,2
-41.0,-56.0,,-54.0,-47.0,-58.0,-48.0,-56.0,2
-41.0,-54.0,,-45.0,-47.0,-58.0,-48.0,-56.0,2
-42.0,-58.0,,-47.0,-47.0,-58.0,-49.0,-56.0,2
-42.0,-55.0,-46.0,-47.0,-47.0,-58.0,-49.0,-56.0,2
-42.0,-56.0,,-51.0,-47.0,-58.0,-49.0,-56.0,2
,-59.0,,,-47.0,-58.0,-48.0,-56.0,2
-42.0,-57.0,-47.0,-47.0,-47.0,-58.0,-48.0,-56.0,2
-43.0,-57.0,-47.0,,-48.0,-58.0,-47.0,-56.0,2
,-58.0,,,-48.0,-57.0,-47.0,-57.0,2
,-58.0,,,-47.0,-57.0,-47.0,-56.0,2
,-56.0,,,-48.0,-57.0,-48.0,-56.0,2
,-57.0,,,-48.0,-58.0,-48.0,-57.0,2
,,,,-48.0,-58.0,-49.0,-56.0,2
,,,,-47.0,-57.0,-49.0,-56.0,2
,-55.0,,,-47.0,-57.0,-50.0,-57.0,2
,-60.0,,,-48.0,-58.0,-48.0,-56.0,2
-40.0,-56.0,-46.0,,-48.0,-58.0,-48.0,-56.0,2
,-59.0,,,-48.0,-58.0,-48.0,-57.0,2
,-56.0,,,-48.0,-58.0,-48.0,-57.0,2
,-57.0,,,-47.0,-58.0,-48.0,-56.0,2
-41.0,,,-55.0,-48.0,-57.0,-48.0,-56.0,2
-41.0,,-46.0,-47.0,-47.0,-58.0,-48.0,-56.0,2
-42.0,-55.0,-47.0,,-48.0,-58.0,-48.0,-56.0,2
,-55.0,-46.0,-47.0,-48.0,-58.0,-49.0,-56.0,2
-42.0,-61.0,-47.0,-47.0,-47.0,-58.0,-49.0,-56.0,2
,-55.0,,,-47.0,-58.0,-48.0,-56.0,2
-43.0,-56.0,-46.0,-47.0,-47.0,-58.0,-48.0,-56.0,2
-41.0,-56.0,-47.0,,-47.0,-57.0,-48.0,-56.0,2
-42.0,-56.0,,,-48.0,-58.0,-48.0,-56.0,2
,-55.0,,,-48.0,-58.0,-48.0,-57.0,2
-39.0,-59.0,-47.0,-47.0,-47.0,-58.0,-48.0,-56.0,2
-43.0,-56.0,-47.0,-47.0,-48.0,-58.0,-48.0,-56.0,2
-42.0,-58.0,-46.0,-47.0,-48.0,-58.0,-48.0,-56.0,2
-40.0,,,-46.0,-47.0,-55.0,-48.0,-56.0,2
-47.0,,-47.0,,-48.0,-56.0,-47.0,-56.0,2
-40.0,,,,-48.0,-56.0,-47.0,-56.0,2
-42.0,-57.0,-46.0,-50.0,-48.0,-56.0,-46.0,-56.0,2
-47.0,-57.0,,-45.0,-47.0,-56.0,-46.0,-56.0,2
-46.0,-58.0,,-46.0,-48.0,-55.0,-46.0,-56.0,2
-40.0,-57.0,,-46.0,-47.0,-55.0,-46.0,-56.0,2
-47.0,-58.0,-47.0,-45.0,-48.0,-56.0,-46.0,-56.0,2
-40.0,,-54.0,-47.0,-48.0,-56.0,-47.0,-56.0,2
,,-44.0,-46.0,-48.0,,-47.0,-56.0,2
,-57.0,,,-48.0,-55.0,-47.0,-56.0,2
-42.0,-58.0,-47.0,,-48.0,-56.0,-49.0,-56.0,2
-45.0,-58.0,-47.0,-47.0,-47.0,-55.0,-49.0,-56.0,2
,-75.0,,,-47.0,-56.0,-49.0,-56.0,2
-47.0,-58.0,,,-47.0,-56.0,-49.0,-56.0,2
-42.0,-59.0,-55.0,-44.0,-47.0,-55.0,-49.0,-56.0,2
-42.0,-55.0,-54.0,,-48.0,-56.0,-49.0,-56.0,2
,-58.0,,,-47.0,-56.0,-49.0,-56.0,2
,-60.0,,,-47.0,-55.0,-49.0,-56.0,2
-44.0,-61.0,-47.0,-55.0,-48.0,-55.0,-49.0,-56.0,2
-42.0,-61.0,-47.0,-47.0,-48.0,-55.0,-49.0,-56.0,2
,-60.0,,,-47.0,-55.0,-49.0,-57.0,2
-42.0,,,,-48.0,-56.0,-49.0,-56.0,2
-42.0,-60.0,-47.0,-45.0,-47.0,-55.0,-49.0,-56.0,2
,-59.0,,,-48.0,-56.0,-49.0,-56.0,2
-37.0,,-47.0,-47.0,-48.0,-56.0,-49.0,-56.0,2
,-59.0,,,-47.0,-55.0,-49.0,-56.0,2
-42.0,-60.0,-46.0,,-47.0,-56.0,-48.0,-56.0,2
-42.0,-57.0,-47.0,,-47.0,-56.0,-49.0,-56.0,2
-43.0,-56.0,,,-47.0,-56.0,-49.0,-56.0,2
,-58.0,,,-48.0,-56.0,-50.0,-57.0,2
-42.0,-58.0,,-47.0,-48.0,-56.0,-50.0,-56.0,2
-42.0,-57.0,-45.0,,-47.0,-55.0,-50.0,-56.0,2
-40.0,-58.0,-47.0,,-48.0,-55.0,-50.0,,2
-40.0,-59.0,,-55.0,-47.0,-55.0,-50.0,-56.0,2
-42.0,,-47.0,,-48.0,-56.0,-50.0,-56.0,2
-45.0,-59.0,-46.0,-46.0,-47.0,-55.0,-50.0,-56.0,2
,-57.0,-47.0,-55.0,-47.0,-55.0,-50.0,-56.0,2
-43.0,-55.0,-54.0,,-48.0,-55.0,-50.0,-56.0,2
-39.0,-58.0,,-47.0,-47.0,-55.0,-50.0,-56.0,2
,-58.0,,,-47.0,-55.0,-50.0,-56.0,2
-43.0,-56.0,-47.0,-47.0,-47.0,-56.0,-50.0,-56.0,2
-43.0,,-46.0,-47.0,-47.0,-55.0,-50.0,-56.0,2
-40.0,-58.0,-47.0,-55.0,-47.0,-55.0,-49.0,-56.0,2
,-57.0,,,-48.0,-55.0,-49.0,-56.0,2
,-57.0,,,-48.0,-55.0,-49.0,-57.0,2
-43.0,-58.0,-54.0,,-47.0,-57.0,-49.0,-57.0,2
-41.0,-56.0,-45.0,-46.0,-48.0,-56.0,-49.0,-56.0,2
-40.0,-57.0,-46.0,-47.0,-47.0,-56.0,-49.0,-57.0,2
-41.0,-65.0,-47.0,,-47.0,-55.0,-49.0,-56.0,2
-42.0,,-47.0,-47.0,-48.0,-55.0,-49.0,-57.0,2
-38.0,,-54.0,-54.0,-47.0,-56.0,-50.0,-56.0,2
-41.0,-57.0,,-51.0,-48.0,-56.0,-50.0,-56.0,2
-45.0,-59.0,-47.0,-46.0,-48.0,-56.0,-50.0,-56.0,2
-40.0,-61.0,-47.0,,-48.0,-56.0,-50.0,-56.0,2
-41.0,,-47.0,-47.0,-47.0,-57.0,-50.0,-56.0,2
-40.0,,,-54.0,-47.0,-57.0,-50.0,-56.0,2
,-58.0,-47.0,-47.0,-47.0,-57.0,-50.0,-56.0,2
-46.0,-59.0,,,-47.0,-57.0,-50.0,-56.0,2
,-57.0,-46.0,-54.0,-48.0,-57.0,-50.0,-57.0,2
-41.0,-61.0,-46.0,,-48.0,-56.0,-49.0,-56.0,2
-42.0,-58.0,-46.0,-47.0,-47.0,-56.0,-48.0,-56.0,2
-43.0,-57.0,-47.0,,-48.0,-57.0,-48.0,-56.0,2
,-58.0,,,-48.0,-57.0,-48.0,-56.0,2
-42.0,-56.0,,-47.0,-47.0,-57.0,-48.0,-56.0,2
-42.0,-57.0,,,-47.0,-57.0,-48.0,-56.0,2
-43.0,,-47.0,,-48.0,-56.0,-48.0,-57.0,2
-42.0,,-47.0,-47.0,-47.0,-56.0,-47.0,-56.0,2
-44.0,-57.0,-46.0,,-47.0,-57.0,-47.0,-56.0,2
-40.0,,,-47.0,-48.0,-57.0,-48.0,-56.0,2
-41.0,-67.0,,,-48.0,-56.0,-48.0,-56.0,2
,,,,-48.0,-57.0,-48.0,-56.0,2
-41.0,-58.0,-47.0,-47.0,-47.0,-56.0,-47.0,-56.0,2
-42.0,-57.0,-46.0,-47.0,-48.0,-56.0,-47.0,-56.0,2
-42.0,,-47.0,-47.0,-48.0,-56.0,-47.0,-57.0,2
-46.0,-56.0,-47.0,-46.0,-48.0,-56.0,-47.0,-56.0,2
-43.0,,,,-47.0,-56.0,-47.0,-56.0,2
-41.0,-59.0,-46.0,-51.0,-48.0,-57.0,-47.0,-57.0,2
-40.0,-55.0,,-55.0,-47.0,-57.0,-48.0,-56.0,2
,,,-45.0,-48.0,-56.0,-47.0,-56.0,2
-39.0,-60.0,-47.0,-54.0,-48.0,-56.0,-47.0,-56.0,2
-41.0,,,-47.0,-48.0,-57.0,-47.0,-56.0,2
-41.0,-59.0,,,-47.0,-57.0,-48.0,-56.0,2
-39.0,-56.0,,,-48.0,-56.0,-48.0,-56.0,2
-41.0,-49.0,-47.0,-47.0,-47.0,-62.0,-48.0,-56.0,2
,,,,-54.0,-57.0,-49.0,-57.0,2
-43.0,,-49.0,,-49.0,-57.0,-50.0,-61.0,2
-39.0,-61.0,-50.0,,-49.0,-61.0,-49.0,-58.0,2
,-61.0,,,-49.0,-58.0,-49.0,-57.0,2
-40.0,-60.0,-50.0,,-50.0,-58.0,-49.0,-57.0,2
-41.0,,-53.0,,-49.0,-58.0,-48.0,-57.0,2
-42.0,,,-49.0,-48.0,-58.0,-48.0,-58.0,2
,-60.0,-55.0,,-48.0,-57.0,-48.0,-56.0,2
-41.0,-58.0,,,-48.0,-57.0,-48.0,-57.0,2
-46.0,-55.0,-47.0,-47.0,-48.0,-58.0,-48.0,-57.0,2
-42.0,-57.0,-47.0,,-47.0,-57.0,-48.0,-56.0,2
-43.0,-60.0,-46.0,-54.0,-48.0,-57.0,-47.0,-56.0,2
-42.0,-60.0,-46.0,,-48.0,-57.0,-47.0,-56.0,2
,-59.0,-47.0,,-47.0,-57.0,-46.0,-56.0,2
-42.0,-58.0,,-54.0,-47.0,-57.0,-46.0,-56.0,2
-38.0,-58.0,-46.0,-46.0,-48.0,-57.0,-46.0,-56.0,2
-39.0,-58.0,-47.0,-54.0,-47.0,-57.0,-47.0,-57.0,2
-43.0,-56.0,-47.0,,-48.0,-57.0,-47.0,-56.0,2
-43.0,-57.0,,-46.0,-48.0,-57.0,-46.0,-56.0,2
-40.0,-59.0,-54.0,-47.0,-48.0,-57.0,-46.0,-56.0,2
-46.0,-58.0,-47.0,,-48.0,-57.0,-46.0,-56.0,2
-42.0,-59.0,-47.0,-47.0,-48.0,-57.0,-46.0,-57.0,2
-43.0,,-47.0,,-48.0,-57.0,-46.0,-57.0,2
-41.0,-60.0,-47.0,-46.0,-48.0,-57.0,-46.0,-56.0,2
-42.0,-60.0,-47.0,-48.0,-48.0,-57.0,-47.0,-56.0,2
,,,,-48.0,-58.0,-46.0,-57.0,2
-42.0,,,,-47.0,-58.0,-47.0,-56.0,2
-42.0,-59.0,-47.0,-48.0,-48.0,-57.0,-47.0,-57.0,2
-41.0,-58.0,-46.0,-47.0,-48.0,-58.0,-47.0,-57.0,2
-42.0,,-47.0,-47.0,-48.0,-57.0,-48.0,-56.0,2
,,,-46.0,-48.0,-56.0,-48.0,-57.0,2
-43.0,-59.0,-54.0,-54.0,-47.0,-57.0,-49.0,-57.0,2
-45.0,-55.0,-47.0,-47.0,-48.0,-57.0,-48.0,-56.0,2
-42.0,-60.0,-47.0,,-48.0,-57.0,-48.0,-56.0,2
-41.0,-60.0,-47.0,-47.0,-48.0,-57.0,-47.0,-56.0,2
,,,,-47.0,-57.0,-47.0,-56.0,2
-42.0,-58.0,,,-48.0,-57.0,-47.0,-56.0,2
,-59.0,,,-47.0,-57.0,-47.0,-56.0,2
-43.0,-58.0,-46.0,-47.0,-47.0,-57.0,-47.0,-56.0,2
,-60.0,,,-47.0,-56.0,-47.0,-56.0,2
,-56.0,-47.0,-54.0,-48.0,-56.0,-47.0,-56.0,2
,-59.0,-47.0,-47.0,-47.0,-57.0,-47.0,-57.0,2
-42.0,-60.0,-47.0,-47.0,-47.0,-56.0,-47.0,,2
,-58.0,-47.0,-54.0,-48.0,-57.0,-47.0,-57.0,2
-42.0,-57.0,-47.0,-54.0,-47.0,-56.0,-47.0,-56.0,2
,,-47.0,-54.0,-48.0,-57.0,-47.0,-55.0,2
-42.0,-59.0,-47.0,-47.0,-48.0,-57.0,-47.0,-56.0,2
,-58.0,-47.0,-47.0,-48.0,-57.0,-47.0,,2
-44.0,-58.0,-47.0,-54.0,-48.0,-56.0,-48.0,-56.0,2
,-58.0,-45.0,-54.0,-47.0,-57.0,-49.0,-56.0,2
-42.0,-57.0,-45.0,-48.0,-47.0,-56.0,-48.0,-56.0,2
,,-47.0,-52.0,-48.0,-57.0,-49.0,-56.0,2
-43.0,-54.0,-48.0,-48.0,-49.0,-55.0,-54.0,-58.0,2
-42.0,-53.0,-48.0,-48.0,-47.0,-56.0,-54.0,-61.0,2
-40.0,-53.0,-48.0,-48.0,-47.0,-55.0,-53.0,-61.0,2
-41.0,-49.0,-52.0,-50.0,-48.0,-54.0,-49.0,-56.0,2
-41.0,-50.0,-48.0,-52.0,-47.0,-55.0,-49.0,-61.0,2
-41.0,-50.0,-49.0,-51.0,-47.0,-54.0,-49.0,-60.0,2
-41.0,,-48.0,-49.0,-47.0,-54.0,-49.0,-58.0,2
-41.0,-51.0,-48.0,-47.0,-47.0,-54.0,-49.0,-60.0,2
-41.0,,-50.0,-51.0,,-54.0,-49.0,-61.0,2
-42.0,,-53.0,-50.0,-46.0,-54.0,-50.0,-58.0,2
-42.0,-51.0,-48.0,-48.0,-47.0,-54.0,-50.0,-58.0,2
-42.0,-50.0,-49.0,-49.0,-48.0,-53.0,-50.0,-58.0,2
-41.0,,-50.0,-48.0,-47.0,-55.0,-50.0,-58.0,2
-42.0,-51.0,-49.0,-51.0,-47.0,-55.0,-49.0,-57.0,2
-42.0,-51.0,-49.0,-51.0,-47.0,-54.0,-50.0,-57.0,2
-41.0,-50.0,-48.0,-50.0,-47.0,-54.0,-50.0,-57.0,2
-41.0,-51.0,-49.0,-49.0,-47.0,-54.0,-50.0,-57.0,2
-42.0,-50.0,-50.0,-49.0,-47.0,-54.0,-49.0,-57.0,2
-42.0,-51.0,-49.0,-49.0,-47.0,-54.0,-50.0,-57.0,2
-42.0,-50.0,-49.0,-49.0,-47.0,-54.0,-50.0,-58.0,2
-41.0,-50.0,-49.0,,-47.0,-54.0,-50.0,-57.0,2
-41.0,-51.0,-49.0,-50.0,-47.0,-54.0,-49.0,-57.0,2
-42.0,-51.0,-50.0,-51.0,-47.0,-54.0,-50.0,-57.0,2
-42.0,-61.0,-48.0,-51.0,-47.0,-54.0,-50.0,-57.0,2
-42.0,-50.0,-49.0,-50.0,-47.0,-54.0,-50.0,-57.0,2
-42.0,-51.0,-48.0,-49.0,-47.0,-54.0,-50.0,-57.0,2
-41.0,-63.0,-49.0,-49.0,-48.0,-54.0,-49.0,-57.0,2
-41.0,,-48.0,-49.0,-47.0,-53.0,-49.0,-57.0,2
-42.0,,-51.0,-49.0,-47.0,-54.0,-49.0,-57.0,2
-41.0,-50.0,-51.0,-51.0,-47.0,-54.0,-50.0,-57.0,2
-41.0,-50.0,-51.0,-51.0,-47.0,-54.0,-50.0,-57.0,2
-41.0,,-50.0,-51.0,-47.0,-53.0,-49.0,-56.0,2
-41.0,-50.0,-50.0,-53.0,-47.0,-54.0,-49.0,-57.0,2
-41.0,-50.0,-51.0,-50.0,-47.0,-54.0,-49.0,-57.0,2
-42.0,-50.0,-51.0,-50.0,-47.0,-54.0,-50.0,-57.0,2
-53.0,,-49.0,-50.0,-47.0,-54.0,-49.0,-56.0,2
-41.0,-50.0,-51.0,-50.0,-47.0,-54.0,-50.0,-57.0,2
-42.0,-50.0,-50.0,-50.0,-47.0,-54.0,-49.0,-57.0,2
-41.0,-51.0,-50.0,-50.0,-47.0,-53.0,-50.0,-57.0,2
-42.0,-51.0,-50.0,-50.0,-47.0,-54.0,-50.0,-57.0,2
-42.0,-51.0,-52.0,-50.0,-47.0,-54.0,-49.0,-57.0,2
-41.0,,-50.0,-51.0,-47.0,-54.0,-49.0,-57.0,2
-41.0,-51.0,-51.0,-51.0,-48.0,-54.0,-49.0,-57.0,2
-42.0,-51.0,-51.0,,-48.0,-54.0,-50.0,-57.0,2
-41.0,-50.0,-51.0,-51.0,-47.0,-54.0,-50.0,-57.0,2
-42.0,-50.0,-51.0,,-47.0,-54.0,-50.0,-57.0,2
-41.0,-50.0,-50.0,-51.0,-47.0,-54.0,-49.0,-57.0,2
-41.0,-50.0,-49.0,,-48.0,,-49.0,,2
,-52.0,-52.0,-50.0,-47.0,-54.0,-50.0,-57.0,2
-42.0,-51.0,-52.0,-52.0,-48.0,-54.0,-49.0,-57.0,2
-42.0,-51.0,-52.0,-50.0,-47.0,-54.0,-50.0,-57.0,2
-43.0,-52.0,-51.0,-50.0,-47.0,-55.0,-50.0,-57.0,2
-42.0,,-50.0,-52.0,-47.0,-54.0,-49.0,-57.0,2
-42.0,,-53.0,-52.0,-47.0,-54.0,-50.0,-57.0,2
-42.0,-51.0,-51.0,-52.0,-47.0,-54.0,-49.0,-57.0,2
-42.0,,-50.0,-53.0,-47.0,-54.0,-50.0,-57.0,2
-42.0,-51.0,-50.0,-50.0,-47.0,-54.0,-50.0,-57.0,2
-42.0,-52.0,-51.0,-53.0,-47.0,-54.0,-50.0,-57.0,2
-42.0,-51.0,-51.0,,-47.0,-54.0,-50.0,-57.0,2
-42.0,-51.0,-52.0,,-47.0,-54.0,-50.0,-57.0,2
-42.0,-51.0,-52.0,-53.0,-47.0,-53.0,-50.0,-57.0,2
-42.0,-51.0,-50.0,-52.0,-47.0,-53.0,-50.0,-57.0,2
-42.0,-51.0,-51.0,-51.0,-47.0,-54.0,-50.0,-58.0,2
-42.0,,-49.0,-52.0,-47.0,-54.0,-50.0,-57.0,2
-42.0,-51.0,-51.0,-49.0,-47.0,-54.0,-49.0,-57.0,2
-42.0,-51.0,-53.0,-50.0,-48.0,-54.0,-49.0,-57.0,2
-42.0,-51.0,-51.0,-51.0,-47.0,-54.0,-50.0,-57.0,2
-43.0,-51.0,-50.0,-50.0,-47.0,-54.0,-50.0,-57.0,2
-42.0,,-52.0,-53.0,-47.0,-54.0,-49.0,-57.0,2
-42.0,-51.0,-50.0,-53.0,-47.0,-54.0,-49.0,-57.0,2
-42.0,,-51.0,-54.0,-47.0,-54.0,-50.0,-57.0,2
-42.0,-51.0,-51.0,-52.0,-47.0,-55.0,-49.0,-57.0,2
-42.0,-52.0,-50.0,-53.0,-47.0,-54.0,-50.0,-57.0,2
-42.0,-52.0,-53.0,-51.0,-47.0,-54.0,-50.0,-57.0,2
-43.0,-51.0,-50.0,-51.0,-47.0,-55.0,-50.0,-57.0,2
-52.0,-51.0,-54.0,-50.0,-47.0,-54.0,-50.0,-57.0,2
-52.0,-51.0,-51.0,-54.0,-47.0,-54.0,-50.0,-57.0,2
-42.0,-51.0,-50.0,-50.0,-47.0,-55.0,-49.0,-57.0,2
-42.0,,-52.0,-53.0,-47.0,-54.0,-50.0,-57.0,2
-43.0,-51.0,-54.0,-53.0,-47.0,-54.0,-50.0,-57.0,2
-42.0,-51.0,-49.0,-54.0,-47.0,-54.0,-49.0,-57.0,2
-41.0,-51.0,-53.0,-52.0,-47.0,-54.0,-50.0,-58.0,2
